ID,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35
0,20.894702823054384,30.457236842084377,22.680843330333843,13.946076411036728,23.462417328771455,7.68923002492004,20.10729305903642,12.783049290369714,14.92720516557111,6.64406674797894,22.574412117418188,13.20821784128143,11.216045605437804,23.22837763257902,13.241089641464862,24.593144772005125,32.039836613956396,16.764947170649023,20.310462002662224,15.849757504996871,13.715990765645335,7.082257566414212,28.956537441410205,25.84091690092805,28.257444615697914,17.668297080329005,5.848732294550143,11.108441396710436,12.26858807277395,27.963604684612896,26.30637248144723,24.42811782197893,16.987101473028638,10.787199724769252,18.676606619500085
1,22.612246074788544,30.779871854143956,22.90633088171115,3.973807892678342,14.49284907189141,6.09731400877063,18.580456112131188,13.097817287717675,9.600270415848192,7.097247621730441,22.653558257973483,14.649904233354066,12.265448660286175,24.313838545371098,12.447154638502766,21.01829954298252,33.10139363953161,19.44736137632768,22.481559754301745,18.11091195118493,10.204191299480852,7.388454224958754,29.206910123077915,27.504643246105726,28.17048030632865,20.26338526391491,4.064889520643263,10.460742945807333,9.004029026786151,27.697541205667715,27.428190710627586,25.330527876463567,14.31765919674946,11.783996078186222,20.793169121400098
2,28.995177080680513,27.57337619465912,29.31807206511091,23.228151801131748,32.769119763829494,15.080240642326691,21.627748663141524,8.93397959810925,17.78036030959514,4.626959803139703,6.8932557973505695,14.126358451065357,9.385992812972496,17.691002392789887,16.396338781315546,27.73410469126639,27.48836687921354,21.658445050740504,21.167147892569194,19.417743023362373,16.7516498442065,17.366884109672405,27.217683158513847,24.49787017984828,15.512917139014691,12.530757734584709,12.39069900581082,6.848425702736897,13.360748601261056,8.467183153956334,26.35128609338832,24.594943808408406,11.922183815402537,12.513559354356813,20.362227119887457
3,15.445754312056286,30.556484240812704,22.042022912306575,7.9264952457064455,34.9759399827513,8.35936490153459,24.957528051841116,11.926754872081144,7.288985694151045,5.175973073589054,7.638139728204296,14.921625988894924,8.009215850152236,16.70350679475589,17.611726388751432,27.696109596873477,28.73364619071942,18.054734317021524,24.017957362985896,23.274193843901873,22.542074832926374,16.856154478752355,28.56399380251797,22.4953859693577,20.275860895737356,8.374352954155453,10.190628358173639,10.436179201598359,29.734850497120263,8.448211603152327,28.238497908533294,25.055515065655904,16.702214804413604,9.4788054803145,20.50663312002435
4,18.349298303420504,31.611002756225286,22.07962822516158,7.122493905194844,34.192949869367645,4.0910495008520265,22.89767574005841,10.55516997345424,5.258657504267732,6.098736679442144,14.34747976734821,12.601239729295537,11.59657952331901,20.15907633173615,12.783176112229366,20.888287115469513,32.19772916792187,18.155710460702036,23.589644394860112,23.304153875565778,16.94660767768424,16.138852338157875,28.950657709288066,26.510683536696227,20.528472660196265,14.032279242982689,6.856039760614282,9.3136677402945,24.724104072988943,14.047087739084427,28.696051273881675,25.685583669855195,15.382875380207915,11.095440107783956,20.81813831737619
5,30.050002799205693,29.477124950581874,29.688029699785993,21.43501076237889,33.39866073947697,8.992131516864507,21.337398656492013,9.1826030592091,11.29468354941177,0.4796079993758932,11.810875238888693,13.822932930291536,8.738168228387165,16.213713719712185,13.737364403841253,27.329886182083648,23.560261029447815,23.42322065009027,18.337870516010344,20.94188726595413,17.85875917870442,17.48513773454913,28.343580019230377,23.152705700554456,14.053667294401855,11.718263295582199,8.601470851134017,7.4778821817344285,15.375612888920474,8.197320709366057,27.782048699193723,25.40689672293004,13.395901231912218,14.505086343820428,20.82147700439181
6,17.775466223736352,30.94217991554808,21.825526627325356,5.260075782046197,34.85574561714678,4.339640733832071,22.17339599871138,10.995692959997458,4.615901963344116,4.104775016225479,12.952229186578778,12.528329801702336,10.405080433506354,19.118353572069612,14.194978760437893,24.64990017910213,33.00331756034633,17.515054484350895,24.358322992343,22.51246890102097,17.08883044067161,16.998062233212156,28.949720253270268,24.22768431794591,22.461848139764804,13.721471111492253,7.624091519416486,8.763081662934368,25.432431715463604,11.350476073773134,28.36529994386572,25.66354752928248,17.37598725158269,10.482145097221203,20.72133560121478
7,20.575765284215507,30.68815824389526,21.90927212698769,3.1573078228862834,16.320994304233935,2.8195550155978903,19.616715534130957,12.63952199902142,6.583101545004491,8.407605227195981,25.967791943676303,11.688066740944864,14.403366056526634,26.253614262567673,10.856950454787913,18.6400890525033,34.55831703356136,17.690565971335843,23.935788724328088,17.24702076269482,10.26909412850567,6.456996894142811,29.132809696699418,29.89076945690623,28.222325572016455,23.20060549731938,2.266980908351366,11.163350123213391,10.597590973169075,31.130965876390334,27.301430617294447,24.815381072239607,14.380354832216376,12.254738644482504,20.24196691505374
8,17.457912047639603,30.66380694620034,22.085538107939826,7.282610356613001,33.15321566140858,3.4104783089944304,23.122328049563894,9.658946888950116,6.153381943711818,6.615343212444984,12.13613432883574,13.276724866335881,9.135839638015488,18.768710908347813,13.434654045510161,21.697402618165807,29.99194050533098,17.54510581315337,24.159146831159035,22.49267549334047,17.5117948278096,14.732878914834538,28.90816534450261,21.391980988087216,18.940708249466656,13.318786993927683,7.919275685387211,10.298032993653925,24.39745311540615,12.72274582913023,28.559009366276506,25.603263057911743,16.695515319283114,9.5447849843717,19.954758828863515
9,18.676834274732467,30.760099473602896,21.26659354909226,5.055525761586086,30.39530411387677,2.80438569417909,21.182525312324977,11.352173066142017,9.104472756303954,7.2050987245256515,15.428328393048352,11.894522801104653,10.516897977206535,24.193203329832187,13.775887420097387,23.48170813654116,33.23023805469971,17.563233057807185,24.01707263816691,19.609928616943375,11.732199179759776,11.77388239371107,28.91693799387848,24.661933595599518,26.44866434535841,15.384998769531215,5.439673549754402,9.43736473323347,16.90078639512843,17.82337835921841,27.90680856439975,25.25529247929999,15.773712016725035,9.610258518594877,20.057164476128293
10,18.046588453830676,30.938937613295852,21.405056151983388,3.2461012213938787,28.917468398749822,5.869901510661926,19.854830887056114,11.643187016665165,9.809868407483664,6.759834226412245,21.290017676602137,10.999087852290444,12.415915233488283,23.71162907863359,11.861886953559582,20.879764922041424,32.618330656333555,16.27431204798244,22.485704814409956,18.68451754907441,11.334451326751516,8.098198844503443,29.419096702457498,27.34328254299121,26.3717570749328,17.860365967774197,6.06657981993716,11.151794325746451,16.829358685728856,21.736696465865066,27.652199381958535,25.100679235331917,16.146412910405722,10.112923950455182,20.07324086722555
11,21.55419277956587,29.63407740407058,22.192312803579274,9.125654129621182,17.06549274331207,20.68887006649487,18.740458108492582,11.147505175700685,17.410009510071568,10.769831841910502,17.45194483781137,18.85554046093185,12.0532395001803,21.564133639124424,20.17957177781736,29.819549761918125,22.738258027779153,19.64768393404396,15.532340990582234,21.572388822599585,5.8047390341723295,6.1208235378676905,27.410786458980755,19.184329723710842,24.347844177193945,14.21082885514751,15.539648387547293,16.006367259361102,17.010265360532458,10.659028405498006,23.681459431717442,24.769934322487515,14.632345170380091,13.154172291190982,22.221128495555927
12,18.581772001863495,31.455848214343636,22.058327276588475,3.382449018275852,24.26382943683161,4.156276712860383,20.17678086684325,12.266586208139524,7.326080857458994,5.814902445913168,24.193460828371617,11.661808148520267,11.253348993769878,23.793646653824716,11.776198429017057,18.733904978903393,33.17946078492636,16.925840269069774,25.159890259008247,19.94817315931739,9.753673238458585,7.404126280186346,29.64758800341897,28.566868081171627,26.105288125804606,18.827041250250627,6.562979950116646,11.70782325022614,12.974575098379779,27.511816493364158,27.623995857957905,25.722314574021727,15.22641801804807,9.3557059142885,20.497369440749548
13,16.890383873196907,31.25532532557643,20.980059152196496,4.504749831590104,33.881346106522,2.731405209935085,22.337417417813846,10.267951918739268,4.112443582023957,7.27346288712036,13.952504046453843,11.063769061458574,12.212341980360932,23.215195621496424,12.236860033347732,20.041190973245115,32.15805712632293,16.88113918462795,25.560260043171454,25.359297413039585,14.24820647416896,15.597510094169914,29.312388735418136,24.728862315296798,22.733101140980338,13.896090990483945,4.950501764826498,11.135964430895726,25.344816394637668,16.673081606666372,28.356597706662665,25.970997871934483,17.528853725427116,10.418771026647384,20.577746133499502
14,16.019679483363856,30.956768393877685,20.725888083640847,2.7267326831670347,33.047574598829485,5.36061587476077,21.611726626760003,11.580349901823825,6.057101486169337,7.320425628145395,16.438427015156893,10.839618858627345,10.688850235713407,24.251078250965442,13.40575244242002,21.042209316716452,33.19514444971309,17.262191235066197,25.492618106520354,21.429094226694467,12.87172663938529,13.704638845393168,29.37928971743536,28.165999607369375,24.201369426720035,14.649778503734302,6.179822941844274,10.280239109674595,22.680248943307376,15.875198948603423,28.123446474131267,26.01254927712749,18.75411410571347,10.039202162210414,20.436383085521697
15,32.54004728797106,26.75198704961787,30.696641998219885,29.296921476537776,34.17862659453314,14.34535343167818,21.38704674145854,9.004765618401459,14.856310178564627,2.7743070844110753,5.851406821775342,15.100470290033426,8.710172893326543,14.209312442441293,17.54791405402746,27.85772238203822,21.410182913686626,22.648061670043525,20.883396476486865,20.82555308725558,23.97682132985101,19.570423206674572,26.660944419629796,22.264837945744947,12.723345134148369,8.45882636144498,14.714037376081665,8.880330558472599,18.300532726496094,6.125870071297165,26.553098550516093,23.83511145915656,12.194139443079715,12.148983015065205,20.2818144674742
16,22.376932232446354,31.120395307493798,23.16867436044508,6.502135994025426,16.481904349055654,4.9729715692672265,19.381986306569456,14.975530195462648,11.543677429355117,9.092506985783212,18.924535526655568,11.901841127560456,13.106972434188622,26.587767500553053,9.235887371939954,13.272329329389214,33.02437021344797,19.496808783643992,17.584238100024702,17.09301699667519,9.435098049371076,6.8316744274113255,29.65841711051699,27.138707422230468,33.00962672250297,20.445408118339657,5.70727102017599,14.124747552340112,10.810952821215249,27.613187966402666,27.889342432253475,25.992984389372253,17.04453297757534,11.798880021571073,22.76994458002107
17,23.461948080264918,30.983123718728322,23.94891199732918,7.11990971393749,5.867634498916196,5.437006395864324,21.045831344443332,15.903472312371004,12.417510399927068,7.757557845125886,22.774318684815675,12.415486273583861,13.516069263072744,27.35927733294309,11.072016199550008,17.814065255626378,33.93960726272957,20.067578359431607,17.652434502878275,17.43629955451237,9.39013990090166,6.499626314038851,29.51862719852762,28.978075399515156,32.53592541595621,19.612638454880567,4.059101807627079,13.28123087273951,11.295504486427987,31.398378025163524,27.83335334238774,26.377114118625656,13.874961300559328,12.19612269143968,22.81816321611243
